Name,Time,Content,Repost,Comment,Like
纽约北大飞,09-26,还好我没有粉过任何男明星男演员男名人！人造偶像再怎么样也是人。就算米兔运动的反对声和争议极其大，我也要支持这个运动就如文末所说，因为一个人太单薄，一群人聚在一起就有了力量//@人间模拟器:“我99%的时候都是好人，剩下1%的时候不知道发生了什么”，标准台词,0,0,0
不想女汉子,09-26,"@肆客足球App: 【C罗性侵案始末：九年煎熬后的发声】
 
 文：卡玛斯长毛狗
 参考资料：《明镜周刊》（Der Spiegel）",2,0,6
Ventanilla,09-25,"刚刚发现这条消息被屏蔽了，限制表达难道不属于矫枉过正？
 米兔运动",0,6,1
恶魔松鼠,09-25,说个故事 中国的女权和米兔运动，说实话还好本人很多东西见过看过不然还真承受不了你们这帮极端份子的压迫,1,1,0
叁個贰叫地主,09-25,"最近发生的几件事让我觉得女生在这世界上活得格外不易 原先认为国外的米兔运动太过激烈矫枉过正 现在才发现正是以这种席卷而下斩草除根一个也不留的态势才能拔除不该有的毒瘤
 可这样渣滓还是很多 更遑论国内了
 有时候真的觉得活在即将凝固的混凝土里
 那种深压的窒息 感到生命受到束缚和努力活下去的挣 ...全文",1,0,0
MAnchor_,09-25,【视频】摩尔拍摄Porter杂志花絮，谈论了自己对于米兔运动的看法JulianneMoore中文站的秒拍视频,2,0,2
MAnchor_,09-25,"没想到在我Ins的timeline上
 刷到的第一个关于 卡瓦诺听证会 的相关内容
 是来自“麦瑟尔夫人”
 
 前两天看到有个观点是
 如果这场争论 最终被发现是一场彻彻底底的欺诈诽谤
 无疑是对轰轰烈烈的米兔运动的一次重大打击
 
 希望不要让一切变得不可控
 让正确的事物运行在正确的轨道
 不要风声鹤唳
 往前走吧姑 ...全文",0,0,0
美国侨报网,09-23,【视频】摩尔拍摄Porter杂志花絮，谈论了自己对于米兔运动的看法JulianneMoore中文站的秒拍视频,2,3,4
我仿佛是个假人98,09-23,"没想到在我Ins的timeline上
 刷到的第一个关于 卡瓦诺听证会 的相关内容
 是来自“麦瑟尔夫人”
 
 前两天看到有个观点是
 如果这场争论 最终被发现是一场彻彻底底的欺诈诽谤
 无疑是对轰轰烈烈的米兔运动的一次重大打击
 
 希望不要让一切变得不可控
 让正确的事物运行在正确的轨道
 不要风声鹤唳
 往前走吧姑 ...全文",1,2,11
XG姬虐虐,09-22,回复@可笑的撅腚大国:我理解你的观点。鄢烈山表达过和你相似的观点，他说女性被侵害后，第一时间不说出来，过许多年后才说就是耍流氓。可参考米兔运动，一些女性侵害后因害怕不敢说出来，许多年后才发出声音的。哪怕在案发不久，这类事情搜证也特别困难，原则上应偏向女性。,0,0,0
无故事王国露珠,09-22,@微天下: 【美参议员听证会后被性侵受害者“围堵”：这事关国家未来】在针对卡瓦诺性侵案的参议院听证会后的第二天，亚利桑那州参议员Jeff Flake在乘电梯时遭两名女性“围堵”。这两名女性曾是性侵受害者，她们质问Flake，“你怎么能让他不承担责任？…这关乎国家未来！” 美参议员听证会后被性侵受害者“围堵”,3,0,0
譯者Ianni,09-20,评论真是没眼看啊，没证据只凭一张嘴就想证明他人有罪、至少也是道德水平不配做大法官？为什么不说她提供的证人都否认指控了？为什么不提她时间地点全不记得？为什么不提她选择性害怕坐飞机？就因为她是女人且号称被性侵了？我并不绝对相信卡瓦诺，但福特也证明不了她更值得相信，米兔运动不是政治工具,0,0,0
见一er,09-19,"@黄小邪在纽约: 这世界的性别双标真让人绝望，无论中美。
 
 一位所谓有头有脸的、被多名女性指控性骚扰的中年男性，无论他声泪俱下、厉声咆哮、粗鲁地不断打断别人说话，都是“爷们儿”的。不妨碍他可能会成为联邦大法官。
 
 试想一位女性这样表现，一定被定位为不适合从政的“无理性没教养的泼妇”了吧……",0,1,1
寂静贝拉,09-19,近日看到诸多指证大法官性侵的报道，完全没证据的女证人可以来指控，男人们要拿证据自证清白。民主党利用米兔运动为政治服务。男权要不得，女权同样邪恶。,0,0,0
华尔街叛徒,09-19,米兔运动原则上是支持，但是某些人不要觉得自己占据一定程度的道德高地就可以骑到现代法治原则和最基本的decency头上拉屎。,0,0,0
--来去匆匆--,09-18,是的。我早说过反对米兔运动。米兔运动就是民主党捞快钱和玩政治的工具。//@诗姐八美国政治: 回复@大智若愚AE:米兔运动正是想改变法律程序，任何女人可以无证据指控男人性侵，男人却必须拿出证据证明自己清白。民主党利用米兔运动宰杀男人，为政治服务。这样下去很糟糕，一个女权粉红色恐怖社会。,0,0,0
一个很棒的街访，内容☞在中美，性骚扰有多常见，关于米兔运动的看法等,09-16,"@诗姐八美国政治: ""如果民主党为了控制最高法院愿意宰殺一个法官楷模；想象一下为了控制国家，他们愿意干什么？”",0,0,0
布拉佛斯搬砖工,09-15,有句港句，米兔时间长了一定会被用作政治攻击手段，这不是米兔本身的问题，任何运动都会被政客利用。里面牺牲的最大无辜者还是运动中真正的受害者，一旦米兔被发现有几位借机构陷的，所有案例瞬间变成“狼来了”，真正的受害者要接受全社会变本加厉的人格审判，可是哪里有那么多完美受害者。,601,72,334
二十画先生,09-14,米兔运动始于美国，也会终与美国。大法官提名的性侵闹剧会重创米兔，女人也不是天使，一样会用下三路来作恶！,1,3,8
留烽,09-14,我对女性崛起始终是看好的。今年的米兔运动，张雨绮、林青霞、毛晓彤，甚至LXL，都在撕开一个个口子。女人可以直面自己的欲望，女人可以活的爽，女人不用自己挣钱还依然处处忍着男人。每个女人都可以从自己做起，让女人整体过得更爽快。,1,1,0
有一只大熊,09-14,当年上学的时候，看Anita Hill的听证会，我觉得有更多的积极意义，从学校到公司，都开始进行反性骚扰的教育，也才有现在的米兔运动。但今天看直播及看最近的相关新闻，就是一场一个党派发起的一场政治谋杀某个大法官候选人的运动，与50年前的另外一场运动异曲同工。,43,50,53
无心之然,09-14,@纪春生在美国: 今天都在看电视。,1,1,3
马二是花痴,09-14,"激烈维护卡瓦诺的共和党参议员格拉汉姆在听证会结束后，遭到米兔运动人士抗议。
 今天的性侵指控听证会，有不少米兔运动和女权人士前来支持Ford女士。 网页链接",1,3,8
不起名了我就是______,09-14,我怎么觉得不是我们要在支持者中引发纷争，倒是章某要在受害者中引发纷争呢？同时，每位具体受害者获得的同情不是孤立的，是来自于公众对米兔运动受害者整体的同情。所以对章某的这种“支持”，还是不要感恩戴德为好。//@bambi_lin4:从受害人角度说，现在不是在支持者中引发纷争的时候吧,1,1,0
咱说,09-14,@没有羊先生: 章文——2018年”我最喜爱的性侵受害者”评委会主席。,43,50,53
法律出版社,09-14,在微博上学会了一些词：1:婚姻中实用主义。2:繁殖恋。3:颜性恋。4:警示作用警醒世人。5米兔运动。 泸州 · 钟鼓楼,1,1,3
Love_闫永亮,09-13,小姐姐加油~前段时间韩国一个导演就被判刑了呢 世界米兔运动风生水起时中国一片沉寂啊 希望看到进展😋,1,7,62
微天下,09-12,@弦子与她的朋友们: 这是昨天领起诉书的时候记者跟拍的一段采访，当时虽然在笑，但内心情绪还是很忐忑的…无论如何还是谢谢记录，也要谢谢大家的支持，接下来要鼓起勇气做一个负责任的公民，为了哪怕一点希望，也要把该做的持下去。网页链接 弦子与她的朋友们的秒拍视频,1,2,0
潇男-无涯,09-12,你是最勇敢的女孩，是中国女性的标杆，是米兔运动的践行者和奠基人。,4,5,6
法律出版社,09-12,@头条新闻: 【朱军被指性骚扰事件当事女生露脸发声：从没想过跟朱军和解】9月25日，当事女生@弦子与她的朋友们 向法院递交起诉朱军的材料，索赔5万元。当天，她称也收到朱军索赔65.5万元的起诉书。弦子选择露脸发声，她说希望有机会同时成为原告和被告。“哪怕有5%的可能性赢，都会冒险去做这个事情”。截至发稿， ...全文,31,12,43
Love_闫永亮,09-11,不管官司输羸，在我心里都是米兔运动的进步。需要众筹的话，算我一份,2,1,3
微天下,09-11,@弦子与她的朋友们: 这是昨天领起诉书的时候记者跟拍的一段采访，当时虽然在笑，但内心情绪还是很忐忑的…无论如何还是谢谢记录，也要谢谢大家的支持，接下来要鼓起勇气做一个负责任的公民，为了哪怕一点希望，也要把该做的持下去。网页链接 弦子与她的朋友们的秒拍视频,0,7,3
潇男-无涯,09-08,"这个社会应该给女性说“不”的权利 这个字不仅仅要让别人听见 还代表女性的拒绝和不妥协 女性也要方方面面坚强起来 这个“不”既是态度更是行为 这个字代表着 你侵犯我 我必斗争 你打压我的声音 我更要斗争到底
 北流事件 米兔运动有感",0,0,1
夏日之阳新闻传播考研,09-08,"这个社会应该给女性说“不”的权利 这个字不仅仅要让别人听见 还代表女性的拒绝和不妥协 女性也要方方面面坚强起来 这个“不”既是态度更是行为 这个字代表着 你侵犯我 我必斗争 你打压我的声音 我更要斗争到底
 北流事件 米兔运动有感",0,0,2
我老弓长,09-07,"因MeToo被曝光 “天才老爹”入狱【突发美国】
 9月25日，美国老牌喜剧明星，81岁的“天才老爹”比尔·考斯比因性侵被判3至10年监禁，这是“Me too运动”开始以来第一位入狱的名人。另外还有50几名女性表示几十年前曾被他性虐待过，然而都因为时间久远无法提起公诉。#好莱坞#考斯比一家 #米兔运动 ...全文",26,4,3
鄢烈山,09-07,"麦烧撇清女权，随便啊。
 
 米兔这个运动我不会因为一些脑残而抛弃的。
 
 我支持的也不是她这个人，而是这件案子背后的意义，我会一直一直支持下去。性骚扰的畜生们可能永远都不会消失，但是如何公正公平去处理性骚扰这种侮辱人的案子是我们每个人都应该关注的。
 
 但同时，我确实觉得悲哀。女权怎么了？居 ...全文",0,0,4
036 | 我杀死了邓飞,09-07,借着女权米兔运动的东风把事情闹大了博到了关注引起了各方面注意，这还没成功呢就急着撇清和女权的关系，我就纳闷了，不都是过河拆桥吗，这河还没过就要拆桥了？女权就这么恐怖吗？女权主义者在你们眼里是恐怖分子吗？当初没有女权者的持续跟进关注能有今天吗？寒心啊，一次次,26,22,153
童大焕,09-06,@麦烧同学: 社会和人是互动的关系，人组成了社会，社会群体又影响了人。你想要什么样的社会不是靠对天喊出来，而是要做出努力。我做这个事情不仅仅是为了女性权益，也是因为不想生活在猥亵犯不能得到惩罚女孩们被随便摸来摸去的社会环境里。开始至今，接受了律师和很多朋友的帮助，法律风险和相应的费用是我来承担 ...全文,0,0,0
036 | 我杀死了邓飞,09-06,从米兔运动就能看出惯犯数量之大，而且无处不在。//@眼科小超人老梁://@币圈加特林冒蓝光哒哒哒哒哒：大东子，看来是惯犯啊。妈的，打脸了，我高估这群企业家的道德素质了……细思极恐,30,18,80
我是二姐夫,09-06,@新财富杂志: 【路透社曝光刘强东案细节：女生微信称遭强迫】9月24日，路透社公布了刘强东性侵案的更多细节。文章称，21岁的明尼苏达大学女学生半夜向好友发微信称，刘强东已强迫她与其发生性关系。受害者被拉入了刘强东的车里，“在车上他开始碰我，我说了拒绝”。当事女生说：“如果只有我自己，我会自杀，但是我 ...全文,0,0,0
龚晓跃,09-06,#米兔# 一周年了，提名人卡瓦诺遭遇米兔是对这个运动的最高层次检测。,0,0,3
贾圆圆的微博,09-06,@鋆言天下: 里根和南希的女儿Patti发文支持大法官提名人的指控者，披露自己年轻时曾被强奸，当时也没有发声。贵如总统女都如此，平民也不提了。网图,0,0,0
身体力行做绿色环保,09-06,前几天看了一个视频，国外大学生对米兔运动的看法！突然觉得我的思想和人家大学生比差的很远很远！每次出轨的事情一爆出来，我发现，大部分人的思想真的是low爆了！,30,18,80
我是二姐夫,09-06,很多女性，努力生活，小时候刻苦学习，长大努力奔事业，然后，她们发现这个男性主宰的世界里，她们处处不容易，她们开始争取平等权利，大多数时候，这样的女性很平凡很努力，这里面漂亮的在职场会受到更多的骚扰（米兔运动呼应者）。大多数漂亮的女人，都知道魅力会带来多少的方便，事实上生活中大量廖 ...全文,0,0,0
Dog_on_fire,09-06,"估计Kavanaugh性侵指控可能成为米兔运动的一个小转折点。
 性侵当然很可恨，而且经常很难取证立案，定罪更难。但是米兔搞成女人指控即有罪，过分了。出现几次高度曝光的指控不成立，可能能够达到一个平衡点：男人能感觉到被指控的实际危险，但指控并不自动有罪。
 女人说话就是真实，呵呵。",0,0,3
传播学考研就找瓦洛佳,09-06,一个很棒的街访，内容☞在中美，性骚扰有多常见，关于米兔运动的看法等 一个很棒的街访，内容☞在中美，性骚扰有多常见，关于米兔运动的看法等,0,4,4
生命如歌Alex,09-06,在中国，米兔运动最大的阻碍甚至不是法律不是政府，而是那些大众根本意识不到自己受到了侵害，自己这种行为是侵犯。这种性骚扰已经成了约定俗成的习惯，甚至受害者都会不经意间去维护，道阻且长啊,1,1,3
童大焕,09-06,@Hithere街访: 【Part.1】在中美两国，“性骚扰”的现象到底有多普遍？ Hithere街访的秒拍视频,0,1,5
孙二娘不做叉烧包,09-06,"无论是网约车案发，还是铁路霸座，带来的是一场场网络追讨或狂欢，根本原因是民众承受的生活重压与不公无处排遣，只能寄托于“互联网法庭”发泄情绪，以便体验撼倒大树或虐爆过失者的快感。这种生活无趣和精神世界匮乏引发的伪高潮，对推进社会进步没多大作用。
 相比之下，中国的""米兔""运动、假疫苗追 ...全文",37,32,128
不語不荒,09-06,两位女生都是无辜的。两个男的涉嫌性骚扰，应该抓起来，以儆效尤。米兔运动家这时候应该发声了//@--於菟-:对//@楞伽庵外 :廖不无辜//@hokusoem :abcd都一样，觉得廖蕾无辜的麻烦双了我，尤其是女生，大家在同一起跑线上，性（别）优势获取利益，等同行贿，不和师兄耳鬓厮磨的姑娘们做错了什么？,0,2,1
生命如歌Alex,09-05,@ISABELLE翠: 忍不住了，借今天这个瓜测下三观。大家来回复里找三观一致的人吧。大家觉得这个瓜里，从最败坏到最无辜排序要怎么排？a：蓝衣投资总监。b：黄衣新财富第二。c：清华美女兔子君。d：拍视频并传出去的ice小姐姐。,0,1,1
童大焕,09-05,（转载）没错。俞飞鸿的意思应该是人权比女权拥有优先权，进一步的意思是，等实现了基本人权，女权自然而然就实现了。但如果她了解到美国妇女直到上世纪二十年代才拥有选举权而直到今天米兔运动还方兴未艾，她可能就要掂量一下这句话了。女人尚未涵盖在人的基本概念中，女权也就无法萌受人权的恩泽。,2,1,3
孙二娘不做叉烧包,09-05,"@侯虹斌: 俞飞鸿是我的女神，这段话很对，男权女权都是人权，关心人权就行了。
 不过，得先把女人算进“人”里面，算进平等的“人”，你谈的“人权”才跟女人有关啊！否则，“人权”等于男人（man）的人权，人权好不好，也跟女人关系不大啊。",0,3,1
不語不荒,09-05,前段时间还看满屏的米兔运动，这两天就开始喷拍摄视频的人了，真有意思,15,8,31
米兰扬,09-05,"男性永远不会有米兔运动，
 男人都乐不颠的被性骚扰，
 如果不是美女，而是二百八十斤的女死胖子，
 大概当时不被打死，
 现在也被口水喷死了。
 说到底网络上“颜值即正义”。
 美女检察官，美女总统女儿，美女死者…
 现在多了个美女性骚扰者。",0,0,1
大小fa,09-04,米兔运动在韩国是如何宣传的？【韩国网剧】有点敏感也没关系 EP.12 [完结啦],0,0,0
鎏囍潆,09-04,"当当当挡，本人翻译制作的第一支The Art Assignment小视频出炉，转发分享给更多的人就是最大的支持！
 
 之所以会忍不住翻译这支视频，是因为它探讨了一个很辛辣尖锐的议题：
 
 如果一个艺术家做了或者做过坏事，你将如何看待他的作品与他这个人？
 
 在声势浩大的米兔运动中，一些大神级艺术家也落下马来。 ...全文",0,0,0
买买提X,09-04,【米兔运动烧到法律界？特朗普大法官提名人卡瓦诺卷入丑闻】9月13日，美民主党一参议员称，接到一份匿名信，指控特朗普提名的大法官卡瓦诺在17岁时，曾在聚会中将一名女性监禁。该信已转交FBI。与此同时，卡瓦诺也被指控，对于其密友，另一联邦大法官的多年性侵行为熟视无睹。米兔运动烧到法律界？特朗普大法官提名人卡瓦诺卷入丑闻,4,3,41
醉阑更醒_放轻松,09-04,【“腾讯99公益日热度下降了？” “好着呢”】今夏是公益界的多事之秋，先有“米兔运动”的洗礼，后有“黑土麦田”等争议事件，有学者将之称为“公益偶像的黄昏”。据以往的经验，公益丑闻频发往往直接影响公众的捐赠热情。所以，在今年的腾讯99公益日之前，很是有人担心，今年公益机构的筹款额会低于 ...全文,0,1,1
svetlana啦,09-03,【米兔运动烧到法律界？特朗普大法官提名人卷入丑闻】13日，美民主党一参议员称，接到一份匿名信，指控特朗普大法官提名人卡瓦诺在17岁时，曾在聚会中将一名女性监禁。该信已转交FBI。与此同时，卡瓦诺也被指控，对于其密友，另一联邦大法官的多年性侵行为熟视无睹。下周，参议院将对是否要确认卡瓦诺 ...全文,0,5,1
黄蕉风,09-03,【潇男.戊戌.秋】中国式米兔运动，忽如一夜雷暴来，多少人瞬间露出獠牙，多少人一夜之间被推向菜市口！ 岁月很长，真理很厚，人性很深……那些自认为在这场运动中掌握着绝对真理的人们，咱们且行且观且琢磨吧；真相之上还有真相，道德之畔还有道德，真理之上还有真理。惟愿你们和我们，用诚实、谦卑和 ...全文,0,8,0
Exacume,09-03,【米兔运动烧到法律界？特朗普大法官提名人卡瓦诺卷入丑闻】9月13日，美民主党一参议员称，接到一份匿名信，指控特朗普提名的大法官卡瓦诺在17岁时，曾在聚会中将一名女性监禁。该信已转交FBI。与此同时，卡瓦诺也被指控，对于其密友，另一联邦大法官的多年性侵行为熟视无睹。米兔运动烧到法律界？特朗普大法官提名人卡瓦诺卷入丑闻,37,11,128
有束光-司马,09-03,【“腾讯99公益日热度下降了？” “好着呢”】今夏是公益界的多事之秋，先有“米兔运动”的洗礼，后有“黑土麦田”等争议事件，有学者将之称为“公益偶像的黄昏”。据以往的经验，公益丑闻频发往往直接影响公众的捐赠热情。所以，在今年的腾讯99公益日之前，很是有人担心，今年公益机构的筹款额会低于 ...全文,0,3,11
像冰美式那么好,09-03,【米兔运动烧到法律界？特朗普大法官提名人卷入丑闻】13日，美民主党一参议员称，接到一份匿名信，指控特朗普大法官提名人卡瓦诺在17岁时，曾在聚会中将一名女性监禁。该信已转交FBI。与此同时，卡瓦诺也被指控，对于其密友，另一联邦大法官的多年性侵行为熟视无睹。下周，参议院将对是否要确认卡瓦诺 ...全文,0,0,0
一只不丧的蛙,09-02,【潇男.戊戌.秋】中国式米兔运动，忽如一夜雷暴来，多少人瞬间露出獠牙，多少人一夜之间被推向菜市口！ 岁月很长，真理很厚，人性很深……那些自认为在这场运动中掌握着绝对真理的人们，咱们且行且观且琢磨吧；真相之上还有真相，道德之畔还有道德，真理之上还有真理。惟愿你们和我们，用诚实、谦卑和 ...全文,0,0,0
Twinkle_玫,09-02,小道消息称，米兔运动当事人之一，中国传媒大学教授谢伦灿今年没有带硕士的资格。不过仍然有他的选修课，看来事件还在调查过程中……,0,0,0
梅花冷人,09-02,米兔运动现在怎么样了？那些站出来的勇敢的女孩子们现在怎么样了？,0,0,1
鱼鱼的猴子,09-03,回复@gf5842:要支持米兔运动呀，所以不在乎“误伤”几个人！据说误伤是小概率事件呢。//@gf5842:这个人现在发这个是几个意思呢，觉得指控者真诚，被指控者也真诚，那么你干吗这么着急发前面的文章呢,0,3,11
渡水崖,09-03,@鄢烈山: 黄章晋的反省。本来不能偏听偏信。一场运动到来时，谁才是弱者？“已经过去了一个多月，我有机会回过头重新审视这件事，今天，仔细梳理分析从两边求证获得的信息，我能确定的事实，其实只有一个：我不能判断对邓飞的指控就是真实的。但是，我杀死了邓飞。”036 | 我杀死了邓飞 广州·五羊北小区,0,0,0
Lyman_L,09-02,大焕评：退潮之后，才知道谁在祼泳。米兔运动过后一地鸡毛，到头来发现，正是那些义正严辞的人，以高尚之名，铺就人间罪恶与地狱之路。到目前为止，本轮米兔运动的唯一“半收获”，是人们发现朱军案当年受到权力的非正常干扰，如今正走在司法渠道上，会不会半途而废还未知。黄章晋是迄今唯一在推波助澜 ...全文,0,0,0
则慕,09-02,"米兔运动的标杆事件，CBS(哥伦比亚广播公司)前董事长、总裁Leslie Moonves周日晚离职，还被迫从公司提供的遣散金中拿出两千万美元捐献给米兔运动和妇女权益组织。
 
 但令人奇怪的是，公司同时更换了13名董事会成员中的6位，这就不由得让人浮想联翩。
 今天纽约时报和华尔街日报分别刊文，爆出Leslie Moon ...全文",0,0,0
郑好哥哥,09-02,这段时间喝酒太多，上周四是白酒和啤酒，周五是SingleMalt，周六是红酒和啤酒，周日是SingleMalt，昨天是白酒，今晚目测又是个威士忌局。米兔运动之后，对自己的要求放松了。 上海 · 古北,0,0,1
【超话】刘强东,09-02,我彻底放纵了一个多月。什么也没干、涨了很多肉，没有每天诵经、而且还毫不节制地投入社交，只要有人叫我吃饭我就去！ 什么每日计划、统统抛之脑后。陷入一种对环境悲观消极和无奈的情绪中。 那些花样百出的负面新闻，却终无一人因此获罪、终于不了了之的米兔运动；老公被曝出性侵丑闻， 打开微信就是 ...全文,0,0,0
包准他爹,09-02,从米兔运动披露的情形看出美国上流社会的性侵事件并不罕见，但刘强东性你融入了美国主流社会吗？你融入得了美国主流社会吗？,1,0,1
大Q今天看书了吗,08-31,华尔街日报今日报道 -- ”米兔“运动中的重量级标杆人物，CBS(哥伦比亚电视)总裁Les Moonves 在董事会的安排下计划离职。,0,1,1
霏妮莫殊,08-31,不按顺序了：北影侯亮平 ptop 疫苗 寿光水宰 范bingbing阴阳合同 滴滴顺风车事件 米兔运动 广东那啥工会 。想起来再继续补充吧，发现事情应接不暇，人很容易遗忘。,0,5,15
阿毛毛菇凉,08-28,刚刚和大家讨论了支持刘强东的人为什么比支持其他米兔运动嫌疑者更多的问题。有同学说到一个很有意思的观点，视角和带入感。在米兔运动中，很多人把自己带入的是被性侵者，或是被性侵者的男友，父母，朋友，因此引发了更多同情。在刘强东事件中，却有相当多的人把自己带入了刘强东本人(包括认为刘强东 ...全文,0,0,0
郑好哥哥,08-28,按美国法律，女方在任何时候说“no”或表达不情愿，男方必须停止行为，否则会被定为性骚扰甚至强奸，即便同男方拥抱接吻都不代表同意性行为。回国不久有位企业家炫耀他如何命令女员工到他办公室脱掉裤子。我听得目瞪口呆，告诉他美国不可以。他大笑：“这里no死都没人管”。米兔运动下美国更变本加厉了,0,0,0
【超话】刘强东,08-28,"@纽约企业家基金: 如果喝了30多瓶葡萄酒后，你坚持要送一个小你20多岁的女孩子回她的公寓，而且还不只是送到门口，还要进屋喝一杯茶，顺便休息一下，“休息”几个小时后，警察突然闯进来把你逮捕了，指控你涉嫌一级三类强奸重罪，而且警方还声称整个执法过程中，携带了随身摄像机全程录像。
 然后你发声明说这是个陷 ...全文",0,0,0
包准他爹,08-26,米兔运动中最值得关注的是朱军案。原因？你懂的。网页链接,0,0,1
大Q今天看书了吗,08-26,反对性骚扰只是女性解放运动的一环，支持米兔运动，从反对性骚扰开始，改变国民意识，创造对女性更友好的环境,4,0,27
霏妮莫殊,08-26,@剧甜酱: 【甜酱推剧】今天甜酱要给大家强烈安利一部韩国良心网剧《就算敏感一点也没关系》。标题本身就很酷，题材现实三观正，围绕性差别对待、性骚扰等问题展开讲述，并且还教你如何用正确的方法去保护自己！最近更新的第十一集在剧里穿插了大学高校的性别歧视问题，教授对女学生们的穿着评头论足乱扣帽子，女 ...全文,0,0,7
阿毛毛菇凉,08-26,刘强东事件在此时出现，其实是为米兔运动做了最好的注解：如果受害者是伴游女郎，钱没谈妥，刘不会任由此事蔓延，也就是说他会拿钱买平安；就算受害者是伴游女郎，那个时刻她不高兴，刘强行侵犯，所以发酵现在还没有完事儿的法律程序。无论受害者是何种身份，她为自己讨说法，与这样大佬级人物对抗，就 ...全文,0,0,2
伤感红润首尾悲,08-26,按美国法律，女方在任何时候说“no”或表达不情愿，男方必须停止行为，否则会被定为性骚扰甚至强奸，即便同男方拥抱接吻都不代表同意性行为。回国不久有位企业家炫耀他如何命令女员工到他办公室脱掉裤子。我听得目瞪口呆，告诉他美国不可以。他大笑：“这里no死都没人管”。米兔运动下美国更变本加厉了,0,0,1
Love_闫永亮,08-26,"@纽约企业家基金: 如果喝了30多瓶葡萄酒后，你坚持要送一个小你20多岁的女孩子回她的公寓，而且还不只是送到门口，还要进屋喝一杯茶，顺便休息一下，“休息”几个小时后，警察突然闯进来把你逮捕了，指控你涉嫌一级三类强奸重罪，而且警方还声称整个执法过程中，携带了随身摄像机全程录像。
 然后你发声明说这是个陷 ...全文",0,0,1
李相蓉,08-26,米兔运动中最值得关注的是朱军案。原因？你懂的。网页链接,4,0,27
刘文tracy,08-26,反对性骚扰只是女性解放运动的一环，支持米兔运动，从反对性骚扰开始，改变国民意识，创造对女性更友好的环境,0,0,7
美国·洛杉矶,08-26,@剧甜酱: 【甜酱推剧】今天甜酱要给大家强烈安利一部韩国良心网剧《就算敏感一点也没关系》。标题本身就很酷，题材现实三观正，围绕性差别对待、性骚扰等问题展开讲述，并且还教你如何用正确的方法去保护自己！最近更新的第十一集在剧里穿插了大学高校的性别歧视问题，教授对女学生们的穿着评头论足乱扣帽子，女 ...全文,0,0,2
杨三疯,08-26,刘强东事件在此时出现，其实是为米兔运动做了最好的注解：如果受害者是伴游女郎，钱没谈妥，刘不会任由此事蔓延，也就是说他会拿钱买平安；就算受害者是伴游女郎，那个时刻她不高兴，刘强行侵犯，所以发酵现在还没有完事儿的法律程序。无论受害者是何种身份，她为自己讨说法，与这样大佬级人物对抗，就 ...全文,0,0,1
